task_id,condition,model,category,project,judge_model,accuracy_score,completeness_score,accuracy_evidence,completeness_evidence,notes,billed_input_tokens,cache_write_tokens,cache_read_tokens,output_tokens,thinking_tokens,reported_cost_usd,attempts,latency_seconds
tivi_mod_01,summary,claude-haiku-4-5,modification,tivi,claude-sonnet-5,4,2,"Verified UiMessage.kt contains UiMessageManager with _message MutableStateFlow, message: Flow<UiMessage?>, emitMessage(message: UiMessage), and clearMessage(id: Long) exactly as described. No backend/REST/API client files exist anywhere in this module (it's a Compose UI module), so the claim that no such layer is visible is accurate. The MCP-tool tangent is a misread of the system CLAUDE.md (which describes the Claude Code tooling project, not this Kotlin module) — a minor inaccuracy/irrelevant inclusion.","The question presumes 'API endpoint' means adding a new message-emission capability to UiMessageManager, but the candidate declines to answer and only asks clarifying questions instead of surveying callers. It never mentions LocalColorExtractor-style composition locals or that UiMessageManager has no other references/callers in this module (e.g., no ViewModel or ColorExtractor tie-in), and doesn't note that TiviCompositionLocals.kt lacks a Local for UiMessageManager (unlike ColorExtractor), which would be a relevant completeness point. It does correctly identify UiMessage.kt as the sole relevant file if scope is just the class itself, but doesn't confirm this via file search of other candidates (e.g., EntryGrid.kt uses UiMessage via appendErrorOrNull etc., which the answer never cross-references).","The answer is safe and partially correct but sidesteps the question by requesting clarification rather than giving the best-effort answer grounded in the provided source, which limits completeness despite reasonable accuracy on what it did state.",,,,,,,,
tivi_mod_02,summary,claude-haiku-4-5,modification,tivi,claude-sonnet-5,2,2,"The source module is Tivi's 'common-compose' module (copyright headers say 'Christopher Banes and the Tivi project contributors'), containing only Compose UI utilities/theme code (e.g. Layout.kt defines `object Layout` with bodyMargin/gutter/columns — not a repository, and no repository pattern, `data`/`repositories` package, or `*Repository.kt` file exists anywhere in the provided source). The candidate instead frames its answer around 'your CLAUDE.md instructions (Panamera Android project)', which is a misattribution — the CLAUDE.md/RTK content is the user's unrelated global config for a different (OLX/Astra) codebase, not the Tivi source actually supplied. It then gives a generic, unverified Android convention ('data/repositories/LayoutRepository.kt') with no grounding in any file, class, or import actually present in the source (e.g. no reference to the real Layout.kt or to any data-layer imports like app.data.models/app.data.compoundmodels that do appear in this module).","The answer never mentions the actual `Layout` object in `src/commonMain/kotlin/app/tivi/common/compose/Layout.kt`, never notes that this compose module contains no repository classes/pattern at all, and never uses any of the real package names visible in imports (e.g. app.tivi.data.*, app.tivi.settings.*) to reason about where a data layer might live. It essentially declines to answer and asks the user to run shell commands to find the structure themselves, covering none of the specifics available in the provided source.",The candidate is honest about uncertainty but fails to ground its answer in any of the actual provided source and incorrectly conflates the Tivi codebase with the user's unrelated Panamera/OLX global CLAUDE.md context.,,,,,,,,
tivi_mod_05,summary,claude-haiku-4-5,modification,tivi,claude-sonnet-5,3,4,"Verified LazyPagingExtensions.kt has appendErrorOrNull/prependErrorOrNull/refreshErrorOrNull (correct). Verified EntryGrid.kt has SnackbarHostState/SnackbarHost — but the candidate frames Snackbar display of paging errors as something to 'add', when EntryGrid.kt already wires this up in the LaunchedEffect block (loadState.prependErrorOrNull()?.let { snackbarHostState.showSnackbar(...) }, same for append/refresh) — this is already fully implemented, not a gap. Verified ColorExtractor.kt has calculatePrimaryColor with an onError callback (resumeWithException) inside suspendCancellableCoroutine, and DynamicTheme already wraps the call in cancellableRunCatching with a fallback color — the candidate's claim that 'try-catch' and 'fallback colors on failure' are enhancements needed ignores that this pattern already exists in the source. Verified Image.kt's AsyncImage onState parameter and UiMessage.kt's UiMessage/UiMessageManager/emitMessage all exist as described. The 'Key Pattern' claiming errors flow through UiMessageManager to Snackbar is speculative — EntryGrid actually calls snackbarHostState.showSnackbar directly, not via UiMessageManager.","Covers the main network/IO-adjacent error surfaces in the module: LazyPagingExtensions.kt (LoadState error extraction), EntryGrid.kt (Snackbar display), ColorExtractor.kt (Coil image fetch + suspendCancellableCoroutine), Image.kt (AsyncImage onState), UiMessage.kt/UiMessageManager, and correctly notes ViewModel/repository layer isn't in this module. Gap: doesn't explicitly call out the DynamicTheme composable's existing cancellableRunCatching usage as the actual current error-handling site, and doesn't mention the app.tivi.util.cancellableRunCatching import used there.","The answer's main weakness is presenting several already-implemented error-handling mechanisms (EntryGrid's snackbar wiring, ColorExtractor's onError/cancellableRunCatching) as gaps still needing to be added.",,,,,,,,
compose-samples_nav_02,summary,claude-haiku-4-5,navigation,compose-samples,claude-sonnet-5,4,5,"Checked ui/navigation/DeepLinkKey.kt (interface DeepLinkKey : NavKey { val parent: NavKey }) and ui/post/PostScreen.kt (@Serializable data class PostKey(val postId: String) : DeepLinkKey { override val parent = HomeKey }). PostKey is indeed the only class in the module implementing DeepLinkKey; HomeKey and InterestsKey are plain NavKey objects, not DeepLinkKey. The candidate's final claim is correct, but it inaccurately claims the source doesn't show explicit ':' implementation syntax ('structural summary does not explicitly state implementation relationships') when in fact PostScreen.kt directly shows 'data class PostKey(val postId: String) : DeepLinkKey' — a factual misstatement about the evidence, even though the conclusion is right.","Answer names the sole implementing class (PostKey) with its file location, and explicitly checks/excludes the other NavKey-based keys (HomeKey, InterestsKey) as non-implementers, covering the full set of NavKey-like classes in the module.",Correct final answer but reasoning contains a minor inaccuracy about what the source evidence actually shows.,,,,,,,,
compose-samples_nav_03,summary,claude-haiku-4-5,navigation,compose-samples,claude-sonnet-5,5,5,"Checked src/main/java/com/example/jetnews/data/posts/impl/BlockingFakePostsRepository.kt: class BlockingFakePostsRepository : PostsRepository has override suspend fun getPost(postId: String?): Result<Post>, override suspend fun getPostsFeed(): Result<PostsFeed>, override fun observeFavorites(): Flow<Set<String>>, override fun observePostsFeed(): Flow<PostsFeed?>, override suspend fun toggleFavorite(postId: String). All five match the candidate's list exactly with correct signatures and suspend modifiers.","All 5 public methods enumerated matches the full set present in the class; the two private properties (favorites, postsFeed) are correctly noted as private and excluded, and no public methods were omitted.",,,,,,,,,
compose-samples_nav_04,summary,claude-haiku-4-5,navigation,compose-samples,claude-sonnet-5,5,5,"InterestsRepository.kt contains `data class TopicSelection(val section: String, val topic: String)` at the bottom of the file — matches candidate exactly.","Both constructor parameters (section: String, topic: String) are identified with brief descriptions; nothing else is part of the constructor.",,,,,,,,,
compose-samples_und_02,summary,claude-haiku-4-5,understanding,compose-samples,claude-sonnet-5,4,5,"Verified core claims against source: Repository pattern (PostsRepository/InterestsRepository interfaces, FakePostsRepository, BlockingFakePostsRepository, FakeInterestsRepository all present); DI container (AppContainer/AppContainerImpl, used in JetnewsApplication.onCreate and MainActivity.onCreate); ViewModel classes (HomeViewModel, InterestsViewModel, PostViewModel with matching UiState classes); Flow-based observe* methods in both repositories; Navigation classes (NavigationState, Navigator, DeepLinkKey with 'parent', ListDetailSceneStrategy implementing SceneStrategy, ListDetailScene with listEntry/detailEntry) all confirmed in JetnewsNavDisplay.kt/NavigationState.kt/ListDetailScene.kt; Deep link classes (DeepLinkPattern, DeepLinkRequest, DeepLinkMatcher, KeyDecoder) all present in deeplink/util/; Result sealed class and successOr confirmed in Result.kt; @Serializable HomeKey/InterestsKey/PostKey and NavKeySerializer usage confirmed; NavEntryDecorator/rememberSaveableStateHolderNavEntryDecorator/rememberDecoratedNavEntries confirmed in NavigationState.kt; ViewModelProvider.Factory companion objects confirmed in all three ViewModels; object singletons (DividerDefaults, JetnewsGlanceColorScheme, JetnewsGlanceTextStyles) confirmed. Minor inaccuracies: calling factories 'implicit' when they are explicitly passed via provideFactory(); several entries (Data Class Pattern, Type Alias/Tagged Union, Builder/DSL Pattern) stretch 'design pattern' terminology to cover ordinary language features/library DSLs rather than true design patterns, and some cited types (Scene, SceneStrategy, SceneInfo, NavEntryDecorator) are androidx.navigation3 library interfaces rather than module-defined patterns, though the module's own classes do implement them legitimately.","The answer enumerates 16 categories covering essentially every pattern present in the source: data-layer repository/test-double patterns, DI container, MVVM ViewModel layer, Flow-based observer pattern, multi-part navigation (state/navigator/deep-link/scene-strategy), Result wrapper, serialization, singleton objects, decorator (nav entry decorators), and factory (ViewModelProvider.Factory) — leaving essentially no major pattern in the source unaddressed; only a very minor omission is not explicitly naming the sealed HomeUiState (NoPosts/HasPosts) as a State pattern, though it is implicitly covered under the ViewModel section.","Answer is exhaustive and largely evidence-backed, though it inflates the pattern count by labeling some plain language/library features (data classes, DSL builders, serialization) as 'design patterns'.",,,,,,,,
compose-samples_und_03,summary,claude-haiku-4-5,understanding,compose-samples,claude-sonnet-5,5,5,"Checked src/main/java/com/example/jetnews/model/Post.kt: `data class Post(id, title, subtitle, url, publication: Publication? = null, metadata: Metadata, paragraphs: List<Paragraph> = emptyList(), imageId, imageThumbId)`, `data class Publication(val name: String, val logoUrl: String)`, `data class Paragraph(val type: ParagraphType, val text: String, val markups: List<Markup> = emptyList())`. Both class defs quoted verbatim match the source exactly. Confirmed via PostsData.kt usage (`val publication = Publication(...)` assigned to Post.publication; `val paragraphsPost1 = listOf(Paragraph(...))` assigned to Post.paragraphs) that neither type references the other — they are indeed independent sibling fields of Post, as claimed.","Answer covers: field definitions of both types, their exact roles as compositional fields inside Post (with code excerpt), and a clear functional distinction (Publication = publisher metadata/optional, Paragraph = content unit with type/text/markups). This fully addresses the 'relationship' question — there is no direct reference between the two types anywhere in the source, and the answer correctly identifies and explains this absence rather than fabricating a connection.",Minor stylistic quirk: answer cites the file as 'com.example.jetnews.model.Post.kt' (mixing package and filename) but the actual path/declarations are correct.,,,,,,,,
compose-samples_und_04,summary,claude-haiku-4-5,understanding,compose-samples,claude-sonnet-5,4,2,"Checked JetnewsGlanceAppWidget.kt: `fun Header(modifier: GlanceModifier)` is declared as a member function (not top-level, not explicitly private) inside the JetnewsGlanceAppWidget class, decorated with @Composable, taking a GlanceModifier with no default value. The candidate's claims about it being a Composable, part of the widget, taking a GlanceModifier param, and paired with Body below it are all correct. However, the claim that 'the actual implementation details are not visible in the provided structural summary' is inaccurate — the full body (a Row with the jetnews logo Image tinted primary color and a wordmark Image tinted onSurfaceVariant, with horizontal/vertical padding) is present in the given source.","The source shows Header renders a Row containing two Image composables (ic_jetnews_logo icon sized 24dp, tinted GlanceTheme.colors.primary; and ic_jetnews_wordmark, tinted onSurfaceVariant) separated by an 8dp Spacer, with horizontal=10dp/vertical=20dp padding and center alignment — i.e., it draws the app's logo+wordmark branding bar. The candidate never describes any of these concrete details, instead vaguely guessing 'branding, app title, or metadata' and explicitly disclaiming visibility into the implementation, despite the full body being available in the provided source.","Candidate under-uses the fully provided source, treating it as if only a signature/structural summary were available, so it misses the concrete logo+wordmark Row implementation.",,,,,,,,
compose-samples_mod_02,summary,claude-haiku-4-5,modification,compose-samples,claude-sonnet-5,5,5,"Verified KeyDecoder.kt is in package com.example.jetnews.deeplink.util (internal class extending AbstractDecoder), alongside DeepLinkMatcher.kt, DeepLinkPattern.kt, DeepLinkRequest.kt — matches candidate's claim it's a deeplink utility, not a repository. Verified repository pattern: PostsRepository.kt in data/posts/, FakePostsRepository.kt + BlockingFakePostsRepository.kt in data/posts/impl/; InterestsRepository.kt in data/interests/, FakeInterestsRepository.kt in data/interests/impl/. Verified AppContainerImpl.kt registers postsRepository and interestsRepository via lazy delegates, supporting the candidate's suggestion to register any new repository there. No invented files or false claims found.","Candidate addresses the mismatch in the question (KeyDecoder isn't a repository), documents the actual repository package/impl convention with correct real examples, proposes a concrete hypothetical path (data.deeplink/DeepLinkKeyRepository.kt) consistent with that convention, notes AppContainerImpl.kt as the registration point, and offers the alternative that KeyDecoder is already correctly placed as a utility — then asks a single clarifying question per the user's stated convention. Covers all reasonable interpretations of an ambiguous question.",Question itself is ambiguous/premised on a misconception (treating a decoder util as a repository); candidate handles this well by flagging the mismatch rather than fabricating an answer.,,,,,,,,
compose-samples_mod_03,summary,claude-haiku-4-5,modification,compose-samples,claude-sonnet-5,3,2,"Verified: Navigator.kt defines `data class PopUpTo(val navKey: NavKey, val inclusive: Boolean = false)` and `fun navigate(navKey: NavKey, popUpTo: PopUpTo? = null)` in Navigator.kt — candidate's claim about the method signature is correct. However, the candidate repeatedly frames the input as a mere 'structural summary' lacking call-site/implementation detail and claims it 'cannot verify where navigate() is actually called with PopUpTo arguments.' This is factually wrong: the prompt explicitly states 'Here is the complete source of the module,' and that source does contain concrete call sites — `import com.example.jetnews.ui.navigation.PopUpTo` plus `navigator.navigate(navKey, PopUpTo(navKey))` in JetnewsApp.kt, and `import com.example.jetnews.ui.navigation.PopUpTo` plus `navigator.navigate(PostKey(it), popUpTo = PopUpTo(HomeKey))` in JetnewsNavDisplay.kt. So the candidate's premise that this information is unavailable is inaccurate given what was actually provided.","The answer correctly flags the Navigator.kt signature change but never names the two concrete files that actually instantiate/import PopUpTo (JetnewsApp.kt and JetnewsNavDisplay.kt), even though both are fully visible in the provided source with exact line-level usages (`PopUpTo(navKey)` and `PopUpTo(HomeKey)`). Instead it defers this to 'search the codebase yourself,' which is a real gap since the answer could have been fully concrete and complete from the given material.",The candidate mistakenly treated the fully-provided source as an incomplete structural summary (echoing the kotlin-mcp tool's summarizer framing from CLAUDE.md) and thus under-delivered on a question the source could answer exhaustively.,,,,,,,,
compose-samples_mod_04,summary,claude-haiku-4-5,modification,compose-samples,claude-sonnet-5,3,4,"All existing files/classes cited (PostsRepository.kt, FakePostsRepository.kt, InterestsRepository.kt, FakeInterestsRepository.kt, AppContainerImpl.kt with interface AppContainer/class AppContainerImpl, HomeViewModel.kt, PostViewModel.kt) are verified present with matching signatures (e.g. AppContainerImpl actually uses `by lazy` properties, not the simplified constructor-assignment shown in the answer's 'Current state' code snippet — a minor inaccuracy). The candidate also references BlockingFakePostsRepository nowhere despite it being another existing PostsRepository impl relevant to caching decisions, and ignores the Glance widget (JetnewsGlanceAppWidget.kt) which also directly reads postsRepository.getPostsFeed()/observeFavorites() and would be affected by introducing a cache layer. All new files (CacheEntry.kt, CachePolicy.kt, CacheStore.kt, MemoryCacheStore.kt, CacheKey.kt, CachedPostsRepository.kt, CachedInterestsRepository.kt, CacheManager.kt) are plausible fabricated additions consistent with the architecture, not verifiable against source since they don't exist, but they are reasonable extrapolations rather than false claims about existing code.","Covers repository interfaces, existing fake implementations, DI container modification, and even Flow-based invalidation semantics (observeFavorites/observePostsFeed) with reasonable cache key/invalidation examples. Misses that FakePostsRepository already simulates network delay/failure (delay(800), shouldRandomlyFail) which is the most natural place 'network response caching' would apply, and omits BlockingFakePostsRepository and the Glance widget consumer (JetnewsGlanceAppWidget.kt) that also touches postsRepository directly and would need consideration when adding caching.","Solid, well-structured plan that correctly identifies the DI seam (AppContainerImpl) and existing repository contracts, but the AppContainerImpl code snippet misrepresents the actual lazy-delegate property syntax and the plan overlooks the Glance widget and BlockingFakePostsRepository as consumers/alternates worth addressing.",,,,,,,,
architecture-components-samples_nav_01,summary,claude-haiku-4-5,navigation,architecture-components-samples,claude-sonnet-5,4,5,"File header `=== src/main/java/com/android/example/github/repository/RepoRepository.kt ===` confirms path; `package com.android.example.github.repository` confirms package. Class declaration is `@Singleton @OpenForTesting class RepoRepository @Inject constructor(...)` — candidate's reconstructed snippet omits the `@Inject` annotation on the constructor, a minor inaccuracy.","Answer provides both the file name and full package as requested, plus extra correct context (annotations and constructor signature) beyond what was asked.",Minor omission of @Inject in the reconstructed constructor snippet doesn't affect the core answer to the question.,,,,,,,,
architecture-components-samples_nav_02,summary,claude-haiku-4-5,navigation,architecture-components-samples,claude-sonnet-5,5,5,"Checked GithubService.kt (interface with @GET annotated methods, no supertype declarations) and searched all files for 'GithubService' usage: AppModule.kt uses Retrofit.Builder()...create(GithubService::class.java) to create a dynamic proxy instance (not a source-level class), FetchNextSearchPageTask.kt/RepoRepository.kt/UserRepository.kt take GithubService as a constructor parameter (usage, not implementation). No 'class X : GithubService' or 'object X : GithubService' exists anywhere in the module, so the claim of no explicit implementing classes and the Retrofit dynamic-proxy explanation are both correct.","Answer directly addresses the question (no implementing classes), explains why (Retrofit-generated proxy), and additionally enumerates every consumer of GithubService (AppModule, FetchNextSearchPageTask, RepoRepository, UserRepository), covering the full picture without overstating any of those as implementations.",Candidate correctly avoids the common mistake of conflating dependency injection usage with interface implementation.,,,,,,,,
architecture-components-samples_nav_03,summary,claude-haiku-4-5,navigation,architecture-components-samples,claude-sonnet-5,5,5,"Checked src/main/java/com/android/example/github/repository/FetchNextSearchPageTask.kt: class FetchNextSearchPageTask(private val query: String, private val githubService: GithubService, private val db: GithubDb) : Runnable, with private val _liveData = MutableLiveData<...>(), val liveData: MutableLiveData<Resource<Boolean>?> = _liveData (public property), and override fun run() { ... } (the only method, implicitly public). Candidate's claims about run() being the sole public method, liveData being a public property, and query/githubService/db being private constructor params, and _liveData being private, all match the source exactly.","The question asks for all public methods; run() is indeed the only method in the class (no other functions declared), and the candidate correctly identifies it as the sole public method while also noting the public property and private members for context, leaving nothing out.","Answer is precise and slightly over-delivers with correct supplementary detail (properties, constructor visibility) without introducing inaccuracies.",,,,,,,,
architecture-components-samples_und_01,summary,claude-haiku-4-5,understanding,architecture-components-samples,claude-sonnet-5,4,4,"Verified GithubService methods (getUser/getRepos/getRepo/getContributors/searchRepos) return LiveData<ApiResponse<T>>; ApiResponse.kt sealed class with ApiSuccessResponse/ApiErrorResponse/ApiEmptyResponse; NetworkBoundResource.kt abstract methods loadFromDb/shouldFetch/createCall/saveCallResult/processResponse; UserRepository.loadUser, RepoRepository.loadRepos/loadRepo/loadContributors/search; UserDao.findByLogin, RepoDao.load/loadRepositories/loadContributors; GithubTypeConverters; UserViewModel/RepoViewModel/SearchViewModel properties and switchMap usage; FragmentBindingAdapters.bindImage, BindingAdapters.showHide; RepoListAdapter/ContributorAdapter extending DataBoundListAdapter. Two real inaccuracies found: (1) the class signature is stated as 'NetworkBoundResource<RequestType, ResultType>' but the source declares 'NetworkBoundResource<ResultType, RequestType>' (reversed); (2) the answer claims RateLimiter/'shouldFetch checks age' for both the UserRepository.loadUser example and the RepoRepository.search example, but per source RateLimiter is only used in RepoRepository.loadRepos (shouldFetch = data==null||empty||repoListRateLimit.shouldFetch); UserRepository.loadUser and RepoRepository.search both use plain 'data == null' with no rate limiting — this is a factual error repeated in two of the answer's worked examples. showHide is also framed as being 'based on Resource status' when the adapter itself just takes a raw Boolean.","Covers API layer (GithubService, ApiResponse, LiveDataCallAdapterFactory), Repository/NetworkBoundResource template flow, DB layer (entities, DAOs, type converters), ViewModel layer for all three ViewModels, UI layer (Fragments, binding adapters, RecyclerView adapters), and gives a full worked end-to-end example for search. Notable gaps: no mention of the pagination path (FetchNextSearchPageTask, RepoRepository.searchNextPage, SearchViewModel.NextPageHandler) which is a distinct and non-trivial flow in this module; AppExecutors (diskIO/networkIO/mainThread) role in threading saveCallResult/network calls is only vaguely alluded to; Dagger DI wiring (AppComponent/AppModule/ViewModelModule/GithubViewModelFactory) is only briefly touched via 'Inject ViewModelProvider.Factory (Dagger)'; AbsentLiveData's role for blank/absent inputs is not mentioned.","Strong, well-structured answer whose overall architecture description is accurate, but it misattributes RateLimiter usage to flows (UserRepository.loadUser, RepoRepository.search) that don't actually use it, and omits the pagination (FetchNextSearchPageTask) flow entirely.",,,,,,,,
architecture-components-samples_und_02,summary,claude-haiku-4-5,understanding,architecture-components-samples,claude-sonnet-5,4,5,"Verified DI classes (AppComponent, AppInjector, AppModule, FragmentBuildersModule, MainActivityModule, ViewModelModule, ViewModelKey, Injectable) all exist in di/ package. RepoRepository/UserRepository (@Singleton @OpenForTesting) confirmed in repository/. NetworkBoundResource abstract class confirmed with loadFromDb/createCall/saveCallResult/shouldFetch methods matching description. GithubViewModelFactory implements ViewModelProvider.Factory (Factory pattern) confirmed. LiveDataCallAdapterFactory extends CallAdapter.Factory confirmed. LiveDataCallAdapter, DataBoundListAdapter, RepoListAdapter, ContributorAdapter, DataBoundViewHolder all confirmed to exist and behave as described. RateLimiter<in KEY> confirmed with shouldFetch/reset using timestamps. GithubTypeConverters object with @TypeConverter functions confirmed. AutoClearedValue implementing ReadWriteProperty confirmed (delegation, not really 'Decorator'). FetchNextSearchPageTask implements Runnable confirmed. Retrofit.Builder() usage in AppModule.provideGithubService() confirmed (Builder pattern), though Room.databaseBuilder builder usage nearby is omitted. @Singleton annotations verified on AppExecutors, RepoRepository, UserRepository, GithubViewModelFactory, and AppModule's @Provides methods. Minor inaccuracies: bundling 'Resource, Status' as Observer-pattern classes is a stretch since they are plain data holders, not Observer implementations; labels like 'Type Converter Pattern', 'Rate Limiter Pattern', and 'MVC/Fragment + Injection Pattern' are not standard/GoF pattern names, more architectural roles dressed up as patterns, though the underlying class descriptions are factually correct.","Answer covers DI, Repository, MVVM/ViewModel, Factory, Adapter, Observer/LiveData, NetworkBoundResource (explicitly named/documented in source comments), Data Binding, Kotlin delegation (AutoClearedValue), TypeConverter, RateLimiter, Singleton, Command/Task (FetchNextSearchPageTask), Builder (Retrofit), and Fragment+DI architecture — essentially every notable structural element in the module. Only minor omission is not separately calling out the sealed-class ApiResponse hierarchy (ApiSuccessResponse/ApiErrorResponse/ApiEmptyResponse) as its own algebraic-type/state pattern, though it's implicitly touched via NetworkBoundResource discussion.","Answer is thorough and mostly well-grounded in the actual class names/declarations, but inflates the pattern count with a few non-standard or debatable pattern labels.",,,,,,,,
architecture-components-samples_und_03,summary,claude-haiku-4-5,understanding,architecture-components-samples,claude-sonnet-5,5,5,"Verified against ApiResponse.kt: `sealed class ApiResponse<T>` with subtypes `ApiEmptyResponse<T>`, `ApiSuccessResponse<T>(val body: T, val links: Map<String,String>)` (plus secondary constructor with linkHeader and lazy `nextPage: Int?` via PAGE_PATTERN), and `ApiErrorResponse<T>(val errorMessage: String)`. Checked usage in GithubService.kt (`LiveData<ApiResponse<T>>` return types), NetworkBoundResource.kt (`when(response)` handling ApiSuccessResponse/ApiEmptyResponse/ApiErrorResponse), and FetchNextSearchPageTask.kt (`when (val apiResponse = ApiResponse.create(response))`). All claims match the source precisely; no fabricated members or methods found.","Covers the sealed-class parent/subtype relationship, the third sibling ApiEmptyResponse for context, structural field differences (body+links+nextPage vs errorMessage), concrete usage sites (GithubService, NetworkBoundResource, FetchNextSearchPageTask), and the core semantic point that the two are mutually exclusive alternatives enabling exhaustive/type-safe handling — directly answering the relationship question with no notable gaps.","Answer is accurate and thorough, correctly grounding every claim in the sealed class hierarchy and its concrete usages in the source.",,,,,,,,
architecture-components-samples_mod_01,summary,claude-haiku-4-5,modification,architecture-components-samples,claude-sonnet-5,5,5,"Verified GithubService.kt has @GET interface methods with @Path/@Query params returning LiveData<ApiResponse<T>> (matches described pattern); UserRepository.kt's loadUser() wraps GithubService calls in NetworkBoundResource->LiveData<Resource<T>> and calls userDao.insert() in saveCallResult (matches 'wraps in Resource, optionally saves via UserDao'); UserViewModel.kt's user/repositories properties use _login.switchMap{...} calling repository methods (matches ViewModel pattern description); UserDao.kt has @Insert/@Query methods (matches); GithubDb.kt's @Database(entities=[User::class,Repo::class,Contributor::class,RepoSearchResult::class]) confirms the entities-list claim; vo/ package has User, Repo, Contributor, RepoSearchResult as @Entity classes confirming the 'new VO class, mark @Entity' claim; BindingAdapters.kt and FragmentBindingAdapters.kt exist with image/visibility binding logic matching the optional UI binding claim. All file/package names and method signatures cited are real and correctly described; no fabricated files or false claims found.","Covers the two mandatory files (GithubService.kt, UserRepository.kt) plus the full realistic ripple effect (UserViewModel.kt, UserFragment.kt for consumption, UserDao.kt/GithubDb.kt for persistence, new vo class, optional BindingAdapters), and closes with an accurate dependency-flow diagram reflecting the actual constructor-injection wiring (no Dagger module changes needed since UserRepository/UserViewModel use @Inject constructors, correctly omitted). Only a minor omission is GithubTypeConverters.kt for exotic new field types, but that's an edge case not central to the question.","Well-structured, correctly scoped answer distinguishing mandatory vs conditional file changes with accurate references throughout.",,,,,,,,
architecture-components-samples_mod_02,summary,claude-haiku-4-5,modification,architecture-components-samples,claude-sonnet-5,5,4,"Verified files RepoRepository.kt, UserRepository.kt, NetworkBoundResource.kt, FetchNextSearchPageTask.kt all live under package com.android.example.github.repository as stated. GithubViewModelFactory.kt is confirmed to be in package com.android.example.github.viewmodel with @Singleton class GithubViewModelFactory @Inject constructor(private val creators: Map<Class<out ViewModel>, @JvmSuppressWildcards Provider<ViewModel>>) matching the quoted signature. RepoRepository and UserRepository are both @OpenForTesting @Singleton classes injecting appExecutors, DAOs, and githubService, and use NetworkBoundResource returning LiveData<Resource<T>> — matching the candidate's described pattern exactly.","Covers the core ask (repository package location, contrast with viewmodel package, pattern to follow with DI/NetworkBoundResource/LiveData<Resource<T>>). Minor gap: doesn't explain the Dagger wiring chain in depth — e.g., that repositories need no extra Dagger module (constructor @Inject suffices) whereas a new ViewModel consuming that repository must be explicitly bound via @Binds @IntoMap @ViewModelKey in ViewModelModule.kt for GithubViewModelFactory's creators map to include it, which is the actual mechanism connecting a new repository to GithubViewModelFactory.","Answer correctly disambiguates repository vs. factory packages and cites real file patterns, but slightly under-explains how a new repository ultimately reaches GithubViewModelFactory via ViewModelModule bindings.",,,,,,,,
architecture-components-samples_mod_03,summary,claude-haiku-4-5,modification,architecture-components-samples,claude-sonnet-5,4,5,"Verified LiveDataCallAdapter.kt defines `class LiveDataCallAdapter<R>(...)`with no other name-based logic. Verified LiveDataCallAdapterFactory.kt (same package com.android.example.github.util, so no import needed) instantiates it via `return LiveDataCallAdapter<Any>(bodyType)` in `get()` — this is the only reference to the class in the entire provided source. Verified AppModule.kt only calls `LiveDataCallAdapterFactory()`, never referencing `LiveDataCallAdapter` directly, so the candidate's claim that AppModule needs no change is correct. The core claim (only one file, LiveDataCallAdapterFactory.kt, needs updating) is accurate. However, the bullet 'Update any import statement: `import com.android.example.github.util.LiveDataCallAdapterFactory`' is confused/incorrect — that import is for the Factory class (which isn't being renamed) and since Adapter and Factory share a package, no import statement for LiveDataCallAdapter exists anywhere to update.","Answer covers the sole usage site (LiveDataCallAdapterFactory.get()), explicitly confirms no other file (including AppModule.kt) references the class directly, and gives a clear summary of files requiring changes — matching an exhaustive grep of the provided source which shows exactly one reference outside the declaration itself. Minor omissions (e.g., not noting the file could optionally be renamed by convention, or restating that the class declaration itself must change) are trivial and don't affect coverage of the actual question.",The 'import statement' bullet is a confusing/incorrect artifact but doesn't undermine the otherwise accurate and complete core analysis.,,,,,,,,
nowinandroid_nav_01,full,claude-haiku-4-5,navigation,nowinandroid,claude-sonnet-5,4,5,"Navigation.kt (package com.google.samples.apps.nowinandroid.core.designsystem.component) does contain 'class NiaNavigationSuiteScope internal constructor(...)' with the exact fields and item() function shown, so the file path, package, and class body quoted are correct. However, counting lines in the provided source, the class declaration actually begins around line 239 (after the KDoc comment starting at line 236), not line 229 as claimed — line 229 falls inside the preceding NiaNavigationSuiteScaffold function body (the NavigationSuiteScaffold call's closing parenthesis area). This is a verifiable factual error in an otherwise correct answer.","The question only asks for file path and package; the answer supplies both correctly, plus bonus context (the class declaration and surrounding constructor/item function), fully addressing the ask.",Core answer (file path + package) is correct; the specific line-number citation is inaccurate.,,,,,,,,
nowinandroid_nav_03,full,claude-haiku-4-5,navigation,nowinandroid,claude-sonnet-5,5,5,"Checked Navigation.kt: class NiaNavigationSuiteScope internal constructor(private val navigationSuiteScope: NavigationSuiteScope, private val navigationSuiteItemColors: NavigationSuiteItemColors) contains exactly one function, `fun item(selected: Boolean, onClick: () -> Unit, modifier: Modifier = Modifier, icon: @Composable () -> Unit, selectedIcon: @Composable () -> Unit = icon, label: @Composable (() -> Unit)? = null) = navigationSuiteScope.item(...)`. The candidate's reproduced signature and parameter list match verbatim, and the note that the constructor is internal is also correct.","The class body defines only the `item` method (no other public members, properties, or companion functions exist), and the candidate captured it fully with all parameters and defaults, satisfying the question completely.",,,,,,,,,
